ID,iptm,ptm,ranking_score,fraction_disordered
018_236,0.3,0.55,0.39,0.09
018_498,0.19,0.56,0.31,0.09
018_496,0.28,0.61,0.4,0.11
018_598,0.45,0.61,0.54,0.12
018_029,0.36,0.6,0.46,0.12
018_411,0.25,0.58,0.4,0.18
018_245,0.43,0.59,0.51,0.11
018_149,0.26,0.47,0.34,0.07
018_407,0.17,0.53,0.3,0.12
018_143,0.18,0.53,0.3,0.1
018_076,0.27,0.6,0.39,0.12
018_267,0.27,0.56,0.4,0.15
018_334,0.29,0.49,0.39,0.11
018_179,0.26,0.51,0.36,0.09
018_424,0.2,0.55,0.32,0.09
018_544,0.18,0.58,0.31,0.11
018_627,0.26,0.49,0.42,0.24
018_458,0.22,0.55,0.33,0.08
018_463,0.38,0.57,0.46,0.09
018_588,0.42,0.57,0.5,0.11
018_250,0.38,0.57,0.46,0.1
018_394,0.28,0.51,0.39,0.14
018_382,0.21,0.57,0.34,0.11
018_174,0.17,0.59,0.31,0.12
018_618,0.21,0.6,0.38,0.19
018_310,0.24,0.47,0.41,0.24
018_275,0.22,0.52,0.33,0.1
018_648,0.21,0.49,0.32,0.1
018_277,0.26,0.52,0.37,0.11
018_067,0.22,0.56,0.34,0.11
018_217,0.21,0.54,0.32,0.1
018_636,0.2,0.54,0.35,0.15
018_309,0.24,0.51,0.34,0.1
018_192,0.24,0.56,0.36,0.1
018_054,0.26,0.53,0.37,0.12
018_333,0.24,0.51,0.38,0.18
018_268,0.21,0.57,0.35,0.13
018_348,0.26,0.46,0.34,0.09
018_021,0.23,0.57,0.35,0.09
018_312,0.24,0.6,0.39,0.15
018_119,0.22,0.59,0.36,0.12
018_338,0.2,0.53,0.33,0.12
018_605,0.22,0.52,0.33,0.09
018_405,0.2,0.58,0.32,0.09
018_450,0.27,0.52,0.37,0.1
018_326,0.24,0.51,0.44,0.28
018_018,0.26,0.58,0.38,0.11
018_105,0.24,0.52,0.35,0.1
018_432,0.39,0.58,0.47,0.08
018_399,0.22,0.57,0.35,0.11
018_129,0.21,0.52,0.32,0.09
018_456,0.2,0.51,0.33,0.12
018_189,0.18,0.5,0.3,0.11
018_524,0.37,0.55,0.5,0.19
018_565,0.34,0.58,0.45,0.14
018_005,0.53,0.61,0.58,0.07
018_494,0.2,0.58,0.32,0.1
018_429,0.19,0.56,0.31,0.1
018_176,0.18,0.57,0.31,0.11
018_311,0.21,0.54,0.33,0.11
018_573,0.23,0.52,0.33,0.08
018_168,0.21,0.59,0.34,0.11
018_335,0.23,0.5,0.39,0.21
018_418,0.19,0.45,0.29,0.09
018_181,0.17,0.49,0.28,0.09
018_220,0.23,0.52,0.33,0.09
018_152,0.17,0.57,0.3,0.1
018_505,0.23,0.54,0.33,0.08
018_650,0.26,0.53,0.38,0.12
018_558,0.27,0.52,0.38,0.13
018_383,0.39,0.51,0.46,0.1
018_516,0.18,0.53,0.29,0.1
018_219,0.28,0.54,0.39,0.1
018_423,0.22,0.54,0.35,0.12
018_509,0.48,0.6,0.55,0.09
018_282,0.31,0.57,0.4,0.08
018_321,0.3,0.59,0.42,0.13
018_329,0.35,0.54,0.44,0.1
018_033,0.24,0.59,0.36,0.09
018_004,0.26,0.61,0.39,0.12
018_099,0.23,0.55,0.34,0.1
018_556,0.3,0.64,0.44,0.14
018_193,0.4,0.6,0.49,0.11
018_062,0.3,0.51,0.39,0.1
018_053,0.29,0.6,0.43,0.14
018_113,0.25,0.55,0.36,0.09
018_591,0.16,0.55,0.29,0.1
018_249,0.18,0.54,0.3,0.1
018_003,0.38,0.56,0.46,0.09
018_016,0.2,0.55,0.32,0.1
018_255,0.22,0.58,0.35,0.12
018_445,0.19,0.56,0.32,0.1
018_339,0.28,0.61,0.42,0.14
018_525,0.3,0.62,0.44,0.15
018_349,0.34,0.54,0.44,0.11
018_372,0.17,0.53,0.29,0.1
018_536,0.18,0.53,0.3,0.1
018_476,0.22,0.58,0.35,0.11
018_040,0.25,0.48,0.35,0.1
018_182,0.22,0.47,0.32,0.09
018_530,0.5,0.59,0.56,0.1
018_204,0.34,0.49,0.42,0.09
018_183,0.4,0.55,0.5,0.12
018_194,0.24,0.53,0.34,0.09
018_395,0.3,0.55,0.41,0.11
018_088,0.35,0.63,0.48,0.14
018_206,0.2,0.57,0.33,0.1
018_513,0.27,0.63,0.42,0.16
018_360,0.18,0.53,0.3,0.09
018_472,0.16,0.54,0.29,0.1
018_469,0.61,0.61,0.66,0.09
018_541,0.26,0.56,0.38,0.12
018_579,0.21,0.49,0.31,0.08
018_622,0.19,0.51,0.29,0.09
018_430,0.32,0.63,0.44,0.12
018_239,0.21,0.5,0.3,0.08
018_098,0.42,0.55,0.51,0.12
018_071,0.46,0.59,0.52,0.07
018_447,0.42,0.58,0.5,0.1
018_435,0.23,0.54,0.35,0.11
018_228,0.19,0.61,0.32,0.11
018_289,0.23,0.53,0.36,0.14
018_247,0.36,0.56,0.46,0.12
018_208,0.24,0.5,0.35,0.11
018_291,0.27,0.61,0.42,0.17
018_028,0.24,0.56,0.37,0.12
018_431,0.44,0.58,0.51,0.08
018_207,0.26,0.52,0.36,0.1
018_121,0.19,0.57,0.32,0.1
018_390,0.21,0.51,0.38,0.21
018_371,0.17,0.56,0.31,0.11
018_515,0.24,0.6,0.37,0.11
018_011,0.26,0.6,0.39,0.13
018_519,0.23,0.58,0.36,0.12
018_091,0.19,0.58,0.31,0.09
018_064,0.18,0.54,0.3,0.09
018_285,0.24,0.51,0.35,0.11
018_342,0.18,0.53,0.3,0.1
018_108,0.25,0.6,0.38,0.11
018_518,0.2,0.52,0.31,0.09
018_030,0.51,0.6,0.58,0.1
018_068,0.31,0.6,0.43,0.12
018_317,0.18,0.49,0.29,0.09
018_257,0.24,0.58,0.36,0.1
018_404,0.28,0.54,0.38,0.1
018_554,0.28,0.57,0.4,0.11
018_115,0.27,0.58,0.4,0.12
018_233,0.26,0.56,0.39,0.14
018_323,0.32,0.55,0.41,0.1
018_284,0.38,0.59,0.48,0.12
018_213,0.58,0.59,0.64,0.11
018_434,0.37,0.61,0.47,0.11
018_517,0.25,0.54,0.35,0.08
018_307,0.21,0.44,0.3,0.08
018_331,0.19,0.49,0.3,0.09
018_205,0.41,0.57,0.49,0.1
018_632,0.2,0.58,0.32,0.1
018_642,0.19,0.57,0.38,0.22
018_643,0.22,0.59,0.39,0.19
018_278,0.18,0.58,0.32,0.13
018_012,0.38,0.62,0.51,0.15
018_324,0.26,0.56,0.38,0.11
018_482,0.35,0.5,0.4,0.05
018_032,0.36,0.62,0.49,0.15
018_227,0.21,0.58,0.34,0.12
018_571,0.21,0.52,0.31,0.08
018_211,0.25,0.48,0.34,0.09
018_570,0.61,0.57,0.65,0.11
018_457,0.26,0.57,0.38,0.12
018_415,0.2,0.48,0.3,0.09
018_050,0.25,0.55,0.36,0.1
018_316,0.27,0.55,0.42,0.19
018_135,0.27,0.53,0.36,0.07
018_343,0.25,0.55,0.36,0.11
018_365,0.17,0.54,0.29,0.1
018_502,0.15,0.47,0.26,0.1
018_438,0.2,0.47,0.29,0.08
018_416,0.22,0.44,0.3,0.07
018_019,0.35,0.6,0.47,0.13
018_341,0.22,0.53,0.33,0.08
018_006,0.38,0.59,0.49,0.14
018_514,0.17,0.49,0.28,0.1
018_585,0.24,0.6,0.39,0.15
018_240,0.27,0.6,0.41,0.14
018_420,0.37,0.57,0.47,0.12
018_292,0.24,0.52,0.34,0.09
018_572,0.28,0.58,0.43,0.17
018_302,0.46,0.56,0.53,0.1
018_490,0.24,0.51,0.36,0.12
018_103,0.23,0.56,0.33,0.08
018_567,0.3,0.62,0.44,0.15
018_373,0.47,0.61,0.54,0.08
018_529,0.28,0.55,0.38,0.09
018_528,0.23,0.59,0.35,0.11
018_553,0.29,0.53,0.38,0.09
018_144,0.2,0.52,0.31,0.1
018_523,0.24,0.57,0.36,0.11
018_376,0.46,0.6,0.53,0.09
018_344,0.37,0.61,0.49,0.14
018_044,0.31,0.57,0.42,0.12
018_345,0.34,0.61,0.46,0.14
018_147,0.18,0.5,0.28,0.09
018_157,0.19,0.57,0.33,0.13
018_295,0.2,0.61,0.36,0.16
018_287,0.24,0.58,0.38,0.13
018_085,0.43,0.6,0.52,0.12
018_052,0.24,0.53,0.35,0.1
018_364,0.2,0.54,0.32,0.1
018_279,0.24,0.57,0.37,0.13
018_504,0.21,0.55,0.33,0.1
018_241,0.39,0.58,0.48,0.1
018_484,0.23,0.53,0.32,0.07
018_623,0.21,0.51,0.31,0.09
018_225,0.21,0.53,0.32,0.09
018_226,0.21,0.46,0.3,0.08
018_047,0.25,0.57,0.39,0.16
018_493,0.26,0.57,0.37,0.11
018_248,0.25,0.58,0.37,0.12
018_185,0.27,0.61,0.43,0.19
018_449,0.21,0.53,0.32,0.1
018_066,0.34,0.58,0.45,0.12
018_201,0.32,0.49,0.39,0.08
018_305,0.24,0.55,0.36,0.11
018_503,0.26,0.56,0.37,0.11
018_049,0.19,0.57,0.31,0.1
018_607,0.22,0.5,0.32,0.08
018_308,0.2,0.48,0.31,0.1
018_055,0.71,0.6,0.74,0.11
018_584,0.21,0.54,0.33,0.1
018_015,0.17,0.56,0.31,0.12
018_644,0.22,0.43,0.34,0.17
018_325,0.28,0.58,0.39,0.11
018_281,0.22,0.54,0.33,0.1
018_427,0.33,0.58,0.43,0.1
018_560,0.43,0.52,0.5,0.11
018_487,0.17,0.58,0.35,0.21
018_428,0.24,0.54,0.35,0.1
018_604,0.2,0.57,0.37,0.2
018_543,0.21,0.52,0.33,0.12
018_127,0.25,0.61,0.38,0.12
018_409,0.6,0.62,0.66,0.11
018_264,0.24,0.62,0.39,0.13
018_070,0.37,0.56,0.47,0.11
018_599,0.18,0.53,0.29,0.1
018_156,0.22,0.53,0.33,0.1
018_464,0.4,0.52,0.47,0.09
018_586,0.19,0.51,0.29,0.08
018_629,0.37,0.61,0.5,0.17
018_008,0.3,0.51,0.4,0.11
018_139,0.18,0.53,0.3,0.09
018_370,0.36,0.5,0.43,0.1
018_298,0.54,0.62,0.62,0.13
018_621,0.2,0.46,0.3,0.09
018_546,0.26,0.58,0.42,0.18
018_582,0.27,0.61,0.42,0.17
018_013,0.3,0.5,0.39,0.1
018_631,0.3,0.39,0.35,0.08
018_153,0.22,0.55,0.33,0.1
018_082,0.33,0.53,0.47,0.19
018_270,0.17,0.5,0.31,0.15
018_563,0.21,0.59,0.34,0.12
018_173,0.22,0.5,0.34,0.12
018_626,0.23,0.57,0.35,0.11
018_634,0.38,0.62,0.5,0.14
018_452,0.19,0.53,0.31,0.09
018_057,0.28,0.61,0.43,0.17
018_063,0.37,0.59,0.47,0.11
018_140,0.26,0.5,0.37,0.13
018_602,0.22,0.56,0.34,0.1
018_155,0.16,0.58,0.31,0.13
018_041,0.32,0.61,0.42,0.09
018_478,0.24,0.53,0.34,0.08
018_212,0.22,0.51,0.32,0.07
018_647,0.2,0.52,0.39,0.25
018_124,0.46,0.61,0.55,0.12
018_177,0.21,0.58,0.35,0.15
018_460,0.21,0.54,0.31,0.08
018_426,0.21,0.56,0.33,0.09
018_625,0.26,0.53,0.33,0.05
018_352,0.28,0.52,0.38,0.1
018_491,0.2,0.57,0.32,0.09
018_184,0.21,0.55,0.32,0.1
018_557,0.47,0.55,0.54,0.11
018_259,0.29,0.51,0.39,0.12
018_150,0.34,0.53,0.43,0.1
018_276,0.28,0.59,0.41,0.13
018_117,0.32,0.57,0.42,0.1
018_320,0.42,0.56,0.49,0.07
018_096,0.23,0.52,0.35,0.12
018_590,0.32,0.61,0.45,0.15
018_231,0.19,0.54,0.3,0.09
018_520,0.34,0.58,0.45,0.11
018_258,0.21,0.58,0.35,0.12
018_652,0.2,0.5,0.41,0.29
018_624,0.23,0.57,0.36,0.12
018_107,0.28,0.58,0.4,0.12
018_315,0.35,0.53,0.43,0.09
018_022,0.26,0.52,0.37,0.11
018_026,0.33,0.54,0.43,0.11
018_111,0.19,0.58,0.33,0.12
018_421,0.28,0.49,0.37,0.1
018_630,0.21,0.55,0.32,0.09
018_521,0.17,0.51,0.29,0.1
018_388,0.35,0.61,0.47,0.14
018_347,0.2,0.56,0.32,0.1
018_474,0.32,0.58,0.43,0.12
018_058,0.3,0.57,0.41,0.11
018_594,0.23,0.56,0.35,0.1
018_256,0.19,0.62,0.33,0.11
018_488,0.31,0.58,0.42,0.12
018_100,0.31,0.54,0.4,0.09
018_616,0.29,0.55,0.39,0.11
018_089,0.36,0.57,0.47,0.13
018_216,0.24,0.55,0.34,0.07
018_229,0.26,0.57,0.38,0.12
018_215,0.19,0.55,0.31,0.09
018_007,0.17,0.57,0.3,0.09
018_337,0.23,0.56,0.35,0.11
018_461,0.41,0.55,0.48,0.08
018_550,0.2,0.53,0.34,0.15
018_069,0.27,0.57,0.38,0.1
018_610,0.3,0.57,0.4,0.09
018_293,0.44,0.52,0.5,0.09
018_479,0.19,0.49,0.29,0.09
018_084,0.27,0.56,0.38,0.11
018_145,0.2,0.52,0.31,0.09
018_210,0.21,0.56,0.33,0.1
018_589,0.19,0.52,0.31,0.1
018_109,0.27,0.62,0.42,0.17
018_300,0.32,0.58,0.43,0.13
018_092,0.27,0.57,0.39,0.11
018_186,0.27,0.55,0.4,0.15
018_080,0.33,0.57,0.42,0.09
018_510,0.23,0.62,0.37,0.12
018_433,0.41,0.52,0.49,0.11
018_378,0.19,0.54,0.31,0.1
018_367,0.23,0.57,0.34,0.09
018_354,0.35,0.57,0.45,0.11
018_569,0.26,0.55,0.41,0.18
018_104,0.29,0.55,0.39,0.1
018_455,0.3,0.49,0.37,0.07
018_542,0.27,0.52,0.41,0.18
018_077,0.26,0.57,0.39,0.14
018_235,0.33,0.57,0.45,0.14
018_507,0.21,0.54,0.33,0.1
018_408,0.46,0.52,0.52,0.09
018_074,0.18,0.53,0.3,0.09
018_191,0.23,0.59,0.39,0.17
018_065,0.43,0.6,0.52,0.12
018_508,0.58,0.52,0.62,0.1
018_628,0.23,0.48,0.32,0.08
018_200,0.23,0.59,0.35,0.11
018_056,0.31,0.61,0.44,0.14
018_531,0.23,0.52,0.32,0.07
018_297,0.29,0.51,0.37,0.07
018_020,0.21,0.6,0.34,0.1
018_359,0.21,0.54,0.33,0.11
018_465,0.29,0.57,0.4,0.1
018_578,0.18,0.54,0.3,0.1
018_221,0.2,0.55,0.33,0.11
018_137,0.19,0.63,0.34,0.12
018_306,0.29,0.57,0.39,0.08
018_061,0.32,0.56,0.42,0.1
018_083,0.27,0.61,0.42,0.17
018_151,0.21,0.52,0.32,0.09
018_125,0.34,0.6,0.46,0.13
018_350,0.18,0.52,0.29,0.09
018_485,0.21,0.54,0.33,0.1
018_593,0.2,0.53,0.34,0.13
018_603,0.21,0.58,0.37,0.17
018_214,0.23,0.51,0.34,0.1
018_271,0.33,0.48,0.41,0.11
018_551,0.23,0.59,0.36,0.12
018_263,0.23,0.58,0.36,0.11
018_379,0.19,0.52,0.3,0.09
018_072,0.19,0.54,0.32,0.12
018_489,0.34,0.55,0.43,0.1
018_251,0.38,0.55,0.47,0.11
018_425,0.24,0.55,0.35,0.1
018_587,0.56,0.58,0.62,0.11
018_023,0.47,0.57,0.6,0.22
018_448,0.21,0.55,0.31,0.08
018_422,0.23,0.55,0.34,0.09
018_466,0.28,0.61,0.42,0.16
018_254,0.21,0.52,0.33,0.11
018_164,0.24,0.55,0.35,0.1
018_123,0.42,0.58,0.5,0.11
018_548,0.19,0.48,0.29,0.09
018_609,0.2,0.54,0.32,0.11
018_511,0.28,0.59,0.4,0.11
018_035,0.5,0.55,0.56,0.09
018_402,0.31,0.58,0.42,0.11
018_138,0.26,0.51,0.37,0.12
018_165,0.23,0.5,0.38,0.18
018_646,0.29,0.55,0.42,0.16
018_261,0.19,0.52,0.3,0.09
018_087,0.17,0.58,0.31,0.11
018_381,0.21,0.54,0.33,0.11
018_386,0.23,0.53,0.33,0.1
018_131,0.35,0.65,0.49,0.16
018_641,0.24,0.62,0.4,0.15
018_046,0.24,0.54,0.35,0.09
018_362,0.3,0.53,0.38,0.08
018_081,0.21,0.61,0.35,0.12
018_273,0.24,0.6,0.41,0.19
018_564,0.23,0.54,0.34,0.11
018_230,0.17,0.55,0.29,0.1
018_330,0.22,0.52,0.32,0.08
018_294,0.23,0.5,0.33,0.09
018_296,0.29,0.61,0.43,0.15
018_580,0.23,0.57,0.36,0.12
018_163,0.29,0.59,0.4,0.11
018_190,0.22,0.5,0.33,0.11
018_537,0.17,0.51,0.28,0.1
018_412,0.2,0.49,0.3,0.09
018_611,0.31,0.54,0.4,0.09
018_495,0.17,0.54,0.29,0.09
018_552,0.28,0.6,0.4,0.11
018_653,0.29,0.41,0.47,0.31
018_171,0.23,0.6,0.39,0.18
018_172,0.24,0.49,0.35,0.11
018_148,0.18,0.55,0.3,0.09
018_384,0.22,0.49,0.36,0.17
018_328,0.23,0.54,0.35,0.1
018_286,0.2,0.44,0.31,0.12
018_232,0.18,0.45,0.3,0.13
018_480,0.26,0.47,0.34,0.07
018_116,0.28,0.55,0.38,0.09
018_393,0.17,0.5,0.29,0.11
018_473,0.43,0.57,0.52,0.11
018_651,0.22,0.45,0.4,0.28
018_237,0.28,0.55,0.39,0.11
018_357,0.26,0.59,0.39,0.13
018_492,0.26,0.56,0.38,0.12
018_202,0.18,0.55,0.3,0.09
018_195,0.25,0.53,0.35,0.08
018_597,0.23,0.53,0.34,0.1
018_128,0.21,0.54,0.33,0.1
018_366,0.43,0.56,0.5,0.09
018_355,0.23,0.56,0.36,0.12
018_304,0.25,0.51,0.37,0.14
018_266,0.37,0.57,0.47,0.12
018_332,0.28,0.57,0.4,0.12
018_617,0.23,0.59,0.37,0.12
018_269,0.38,0.58,0.5,0.17
018_141,0.25,0.6,0.41,0.18
018_075,0.29,0.55,0.4,0.12
018_346,0.33,0.58,0.46,0.14
018_615,0.28,0.52,0.38,0.09
018_639,0.26,0.53,0.35,0.08
018_454,0.24,0.52,0.35,0.11
018_260,0.18,0.51,0.29,0.09
018_160,0.18,0.5,0.29,0.09
018_436,0.24,0.54,0.35,0.09
018_459,0.21,0.52,0.32,0.09
018_223,0.29,0.56,0.39,0.09
018_199,0.23,0.54,0.34,0.1
018_036,0.67,0.61,0.72,0.11
018_097,0.23,0.57,0.37,0.14
018_606,0.29,0.59,0.42,0.13
018_158,0.57,0.59,0.62,0.09
018_446,0.19,0.6,0.33,0.11
018_114,0.29,0.54,0.39,0.09
018_562,0.17,0.55,0.3,0.09
018_154,0.37,0.59,0.47,0.12
018_170,0.16,0.59,0.32,0.13
018_600,0.28,0.56,0.39,0.1
018_299,0.19,0.54,0.32,0.12
018_178,0.21,0.61,0.35,0.12
018_002,0.22,0.51,0.33,0.1
018_161,0.18,0.56,0.36,0.21
018_303,0.25,0.5,0.35,0.1
018_439,0.21,0.56,0.34,0.12
018_244,0.18,0.51,0.29,0.08
018_391,0.22,0.52,0.32,0.09
018_522,0.24,0.48,0.33,0.07
018_613,0.24,0.57,0.36,0.11
018_132,0.18,0.53,0.3,0.1
018_136,0.34,0.57,0.44,0.12
018_453,0.28,0.54,0.38,0.09
018_397,0.35,0.49,0.46,0.16
018_575,0.21,0.54,0.32,0.08
018_596,0.18,0.53,0.3,0.1
018_475,0.18,0.49,0.28,0.09
018_414,0.28,0.55,0.39,0.1
018_014,0.32,0.59,0.43,0.12
018_462,0.24,0.53,0.35,0.1
018_375,0.2,0.52,0.31,0.1
018_581,0.22,0.52,0.33,0.1
018_547,0.41,0.61,0.52,0.15
018_222,0.2,0.58,0.32,0.09
018_481,0.37,0.57,0.45,0.08
018_419,0.18,0.51,0.29,0.09
018_209,0.24,0.58,0.36,0.11
018_027,0.28,0.63,0.43,0.16
018_142,0.2,0.53,0.32,0.1
018_534,0.2,0.57,0.33,0.11
018_363,0.21,0.44,0.3,0.09
018_133,0.24,0.51,0.34,0.09
018_025,0.23,0.52,0.33,0.09
018_122,0.21,0.53,0.32,0.09
018_079,0.25,0.53,0.36,0.1
018_387,0.21,0.54,0.33,0.1
018_319,0.18,0.47,0.28,0.08
018_120,0.24,0.54,0.35,0.1
018_126,0.22,0.61,0.36,0.11
018_197,0.32,0.55,0.41,0.09
018_500,0.24,0.53,0.34,0.08
018_410,0.36,0.57,0.45,0.09
018_009,0.33,0.62,0.46,0.15
018_175,0.38,0.54,0.45,0.09
018_313,0.25,0.57,0.37,0.11
018_443,0.34,0.54,0.43,0.1
018_134,0.3,0.54,0.39,0.09
018_620,0.33,0.58,0.44,0.12
018_043,0.24,0.58,0.37,0.12
018_262,0.17,0.54,0.29,0.1
018_601,0.28,0.57,0.39,0.12
018_187,0.22,0.51,0.32,0.08
018_340,0.39,0.55,0.47,0.1
018_380,0.2,0.5,0.3,0.08
018_356,0.26,0.6,0.42,0.18
018_073,0.21,0.52,0.32,0.1
018_608,0.3,0.56,0.4,0.1
018_318,0.17,0.52,0.29,0.1
018_327,0.22,0.52,0.33,0.09
018_619,0.24,0.59,0.38,0.14
018_486,0.22,0.48,0.31,0.08
018_568,0.24,0.59,0.37,0.11
018_094,0.29,0.52,0.38,0.1
018_545,0.23,0.55,0.37,0.15
018_351,0.19,0.54,0.31,0.1
018_093,0.28,0.6,0.42,0.14
018_442,0.16,0.5,0.28,0.09
018_274,0.23,0.55,0.34,0.1
018_246,0.19,0.42,0.27,0.07
018_238,0.25,0.47,0.34,0.08
018_112,0.23,0.53,0.32,0.07
018_440,0.35,0.59,0.44,0.09
018_540,0.27,0.64,0.42,0.16
018_322,0.26,0.52,0.36,0.09
018_118,0.52,0.54,0.58,0.11
018_369,0.22,0.52,0.33,0.1
018_535,0.38,0.62,0.48,0.12
018_396,0.26,0.5,0.36,0.1
018_336,0.27,0.57,0.39,0.12
018_577,0.2,0.6,0.38,0.19
018_010,0.61,0.62,0.67,0.13
018_252,0.23,0.56,0.35,0.11
018_468,0.18,0.54,0.3,0.1
018_614,0.31,0.59,0.44,0.14
018_392,0.29,0.54,0.39,0.1
018_526,0.31,0.54,0.4,0.09
018_060,0.23,0.6,0.36,0.12
018_017,0.22,0.55,0.35,0.11
018_358,0.23,0.55,0.34,0.09
018_243,0.2,0.51,0.31,0.09
018_638,0.3,0.55,0.4,0.09
018_180,0.31,0.59,0.42,0.11
018_301,0.33,0.51,0.41,0.1
018_437,0.22,0.59,0.35,0.12
018_640,0.29,0.53,0.37,0.08
018_059,0.3,0.48,0.48,0.29
018_555,0.16,0.59,0.3,0.11
018_406,0.24,0.51,0.34,0.09
018_234,0.28,0.52,0.38,0.12
018_272,0.3,0.62,0.43,0.14
018_280,0.29,0.62,0.43,0.13
018_539,0.17,0.48,0.29,0.1
018_574,0.29,0.56,0.39,0.09
018_451,0.4,0.57,0.47,0.08
018_389,0.43,0.58,0.51,0.11
018_224,0.25,0.55,0.4,0.19
018_042,0.22,0.54,0.34,0.11
018_633,0.3,0.61,0.43,0.13
018_031,0.43,0.55,0.5,0.09
018_253,0.18,0.47,0.3,0.11
018_583,0.46,0.55,0.53,0.11
018_196,0.23,0.48,0.33,0.09
018_592,0.2,0.38,0.34,0.21
018_497,0.31,0.57,0.42,0.12
018_188,0.22,0.57,0.35,0.11
018_106,0.22,0.56,0.34,0.1
018_635,0.28,0.55,0.37,0.07
018_527,0.18,0.56,0.31,0.1
018_377,0.17,0.53,0.29,0.1
018_649,0.39,0.53,0.48,0.13
018_218,0.24,0.53,0.34,0.08
018_566,0.18,0.5,0.29,0.1
018_612,0.41,0.5,0.48,0.1
018_039,0.24,0.51,0.38,0.17
018_470,0.27,0.54,0.37,0.09
018_037,0.3,0.62,0.44,0.15
018_483,0.21,0.55,0.33,0.1
018_001,0.22,0.53,0.32,0.08
018_034,0.28,0.54,0.37,0.09
018_090,0.31,0.6,0.44,0.16
018_477,0.28,0.47,0.35,0.08
018_595,0.37,0.55,0.45,0.1
018_549,0.19,0.53,0.3,0.09
018_048,0.31,0.5,0.39,0.08
018_533,0.2,0.49,0.3,0.08
018_146,0.26,0.58,0.37,0.1
018_110,0.21,0.61,0.35,0.12
018_499,0.19,0.53,0.31,0.09
018_130,0.24,0.56,0.36,0.13
018_038,0.58,0.6,0.64,0.12
018_078,0.19,0.54,0.31,0.1
018_283,0.2,0.53,0.32,0.1
199_335,0.24,0.45,0.43,0.3
199_633,0.62,0.69,0.73,0.19
199_639,0.39,0.55,0.47,0.1
199_485,0.14,0.51,0.26,0.1
199_007,0.15,0.49,0.27,0.11
199_366,0.21,0.46,0.31,0.1
199_261,0.13,0.44,0.25,0.1
199_622,0.13,0.48,0.25,0.09
199_309,0.34,0.53,0.42,0.09
199_536,0.25,0.46,0.34,0.1
199_433,0.25,0.45,0.35,0.12
199_138,0.19,0.46,0.31,0.14
199_119,0.21,0.56,0.36,0.15
199_155,0.26,0.56,0.4,0.15
199_271,0.24,0.52,0.36,0.13
199_604,0.34,0.55,0.53,0.3
199_266,0.27,0.59,0.42,0.16
199_208,0.24,0.5,0.35,0.12
199_230,0.16,0.46,0.27,0.1
199_109,0.29,0.62,0.48,0.24
199_029,0.4,0.56,0.5,0.13
199_287,0.5,0.66,0.63,0.19
199_364,0.17,0.49,0.3,0.11
199_526,0.2,0.51,0.31,0.09
199_404,0.21,0.47,0.32,0.11
199_643,0.2,0.52,0.42,0.31
199_181,0.14,0.55,0.27,0.1
199_128,0.12,0.5,0.24,0.1
199_009,0.29,0.61,0.45,0.2
199_601,0.18,0.57,0.32,0.12
199_340,0.4,0.51,0.47,0.1
199_162,0.14,0.52,0.3,0.16
199_553,0.29,0.46,0.42,0.19
199_367,0.42,0.51,0.5,0.13
199_227,0.81,0.7,0.86,0.14
199_063,0.27,0.52,0.39,0.14
199_079,0.22,0.51,0.32,0.1
199_408,0.29,0.47,0.38,0.12
199_264,0.32,0.61,0.46,0.16
199_292,0.27,0.49,0.36,0.08
199_172,0.25,0.49,0.37,0.15
199_290,0.17,0.5,0.28,0.09
199_356,0.27,0.54,0.47,0.29
199_631,0.2,0.34,0.28,0.1
199_400,0.15,0.53,0.3,0.14
199_429,0.12,0.49,0.25,0.1
199_439,0.19,0.53,0.33,0.15
199_387,0.16,0.46,0.27,0.1
199_603,0.28,0.62,0.49,0.28
199_202,0.71,0.68,0.75,0.09
199_299,0.25,0.46,0.36,0.14
199_139,0.17,0.48,0.28,0.1
199_393,0.17,0.46,0.28,0.12
199_474,0.26,0.51,0.38,0.14
199_653,0.27,0.34,0.46,0.35
199_468,0.24,0.43,0.33,0.1
199_105,0.14,0.49,0.26,0.1
199_185,0.4,0.68,0.59,0.27
199_184,0.33,0.43,0.4,0.1
199_234,0.38,0.49,0.48,0.16
199_054,0.12,0.51,0.27,0.15
199_288,0.38,0.59,0.46,0.09
199_571,0.21,0.52,0.32,0.09
199_086,0.29,0.59,0.42,0.14
199_015,0.15,0.55,0.31,0.15
199_143,0.18,0.47,0.29,0.1
199_111,0.27,0.54,0.4,0.15
199_302,0.15,0.47,0.27,0.11
199_035,0.2,0.51,0.33,0.14
199_486,0.36,0.5,0.43,0.08
199_144,0.32,0.49,0.4,0.1
199_300,0.2,0.49,0.34,0.16
199_502,0.13,0.46,0.24,0.09
199_210,0.18,0.51,0.31,0.11
199_629,0.22,0.56,0.41,0.24
199_269,0.16,0.51,0.36,0.26
199_652,0.21,0.5,0.48,0.43
199_542,0.13,0.57,0.37,0.3
199_303,0.2,0.46,0.31,0.12
199_372,0.23,0.5,0.34,0.12
199_132,0.14,0.46,0.26,0.11
199_441,0.29,0.52,0.4,0.12
199_518,0.23,0.5,0.33,0.09
199_173,0.23,0.49,0.35,0.15
199_057,0.28,0.65,0.5,0.29
199_159,0.24,0.6,0.4,0.18
199_478,0.27,0.48,0.36,0.1
199_256,0.23,0.52,0.36,0.14
199_262,0.12,0.47,0.24,0.1
